"id","학년","이수구분","학수번호_수업번호","교과목명","교강사","학점","시간","강의실","강의평","요일","시작교시","종료교시"
5260,"미정","전공선택","7459704","도시계획사","김흥순",3,"월(16:00-17:30),화(10:30-12:00)","제2공학관510강의실(녹화전용),비지정()","",,,
5261,"미정","전공선택","7459705","건물유체및열역학","김종엽",3,"수(13:00-14:30),수(14:30-16:00)","제2공학관210강의실","",,,
5262,"미정","전공선택","7459706","일반화학및실험2","탁정애",3,"금(13:00-15:00),월(11:00-13:00)","제1공학관502강의실,자연과학관일반화학실험실4(122),자연과학관일반화학실험실3(121)","",,,
5263,"미정","전공선택","7459707","미분적분학2","황신철",3,"월(13:00-14:30),금(13:00-14:30)","제1공학관405강의실","",,,
5264,"미정","전공선택","7459708","공업유기화학2","김영훈",3,"화(10:30-12:00),목(10:30-12:00)","퓨전테크놀러지911강의실","",,,
5265,"미정","전공선택","7459709","동역학","한경석",3,"월(10:30-12:00),수(10:30-12:00)","미래자동차연구센터106강의실","",,,
5266,"미정","전공선택","7459711","커리어개발Ⅱ:취.창업진로포트폴리오","김성열",1,"목(17:00-18:00)","제2공학관206강의실","",,,
5267,"미정","전공선택","7459713","생체공학연구실현장실습4","이병훈",1,"시간미지정강좌","비지정()","",,,
5268,"미정","전공선택","7459714","커리어개발Ⅱ:취.창업진로포트폴리오","오누리",1,"화(16:00-17:00)","제1공학관209강의실","",,,
5269,"미정","전공선택","7459715","커리어개발Ⅱ:취.창업진로포트폴리오","이종원",1,"화(16:00-17:00)","제1공학관305강의실","",,,
5270,"미정","전공선택","7459716","환경공학","장윤정",3,"화(10:30-12:00),수(10:30-12:00)","제2공학관501강의실,제2공학관202강의실(녹화전용)","",,,
5271,"미정","전공선택","7459717","소프트웨어기술창업1","백필호",3,"월(13:00-14:30),월(14:30-16:00)","IT.BT관502강의실","",,,
5272,"미정","전공선택","7459718","미분적분학2","김동영",3,"월(13:00-14:30),목(14:30-16:00)","제1공학관404강의실","",,,
5273,"미정","전공선택","7459719","미분적분학2","최나리",3,"화(13:00-14:30),목(16:00-17:30)","제1공학관404강의실","",,,
5274,"미정","전공선택","7459720","일반물리학및실험2","윤승언",3,"목(11:00-13:00),월(15:00-17:00)","제1공학관504강의실,자연과학관일반물리학실험실4(213),자연과학관일반물리학실험실3(212)","",,,
5275,"미정","전공선택","7459721","VLSI공학","임재명",3,"화(13:00-14:30),목(13:00-14:30)","제2공학관205강의실","",,,
5276,"미정","전공선택","7459722","VLSI공학","정기석",3,"금(09:00-10:30),금(10:30-12:00)","제2공학관208강의실","",,,
5277,"미정","전공선택","7459723","융합전자공학종합설계2","유창재",1,"시간미지정강좌","비지정()","",,,
5278,"미정","전공선택","7459724","알고리즘","David Phillip Wagner",3,"화(13:00-14:30),목(13:00-14:30)","제2공학관해동AILab_402","",,,
5279,"미정","전공선택","7459725","디지털신호처리2","김정희",4,"금(13:00-14:30),월(14:30-16:00),월(12:30-14:30)","제2공학관207강의실,퓨전테크놀러지융합전자공학부실험실1(202),퓨전테크놀러지융합전자공학부실험실1(202)","",,,
5280,"미정","전공선택","7459726","VLSI공학","김지훈",3,"수(13:00-14:30),목(14:30-16:00)","제2공학관208강의실,제2공학관210강의실","",,,
5281,"미정","전공선택","7459727","공학도를위한창의적컴퓨팅","탁문호",3,"금(09:00-11:00),금(11:00-13:00)","제2공학관206강의실","",,,
5282,"미정","전공선택","7459728","산업공학개론","김태복",3,"월(14:30-16:00),화(16:00-17:30)","제1공학관208강의실","",,,
5283,"미정","전공선택","7459729","토지이용","이수기",3,"월(16:00-17:30),월(17:30-19:00)","제1공학관405강의실","",,,
5284,"미정","전공선택","7459730","Technology and AI: Utopia or Dystopia?","Matthew John Clement",2,"월(09:00-11:00)","제2공학관305강의실","",,,
5285,"미정","전공선택","7459731","디지털논리설계","김근배",4,"수(14:30-16:00),목(14:30-16:00),목(18:00-20:00)","제2공학관209강의실,제2공학관209강의실,퓨전테크놀러지융합전자공학부실험실1(202)","",,,
5286,"미정","전공선택","7459732","신소재공학요소설계4(URIP)","한혁수",2,"월(18:00-20:00),목(18:00-20:00)","제1공학관204강의실","",,,
5287,"미정","전공선택","7459733","커리어개발Ⅱ:취.창업진로포트폴리오","김경학",1,"목(16:00-17:00)","제2공학관207강의실","",,,
5288,"미정","전공선택","7459734","실용공학연구2","엄영호",1,"시간미지정강좌","비지정()","",,,
5289,"미정","전공선택","7459735","에너지공학종합설계2","김영훈",3,"시간미지정강좌","비지정()","",,,
5290,"미정","전공선택","7459736","커리어개발Ⅱ:취.창업진로포트폴리오","이승환",1,"시간미지정강좌","비지정()","",,,
5291,"미정","전공선택","7459737","커리어개발Ⅱ:취.창업진로포트폴리오","임명섭",1,"화(17:30-18:30)","미래자동차연구센터106강의실","",,,
5292,"미정","전공선택","7459738","테크노경영학(스타트업종합설계)","안광일",3,"월(13:00-14:30)","제1공학관601강의실,","",,,
5293,"미정","전공선택","7459739","공학도를위한창의적컴퓨팅","조호성",3,"화(11:00-13:00),수(09:00-11:00)","제2공학관205강의실,제2공학관해동AILab_402","",,,
5294,"미정","전공선택","7459740","데이터베이스시스템및응용","차재혁",3,"화(09:00-10:30),금(09:00-10:30)","IT.BT관508강의실,IT.BT관207강의실","",,,
5295,"미정","전공선택","7459741","창의적소프트웨어프로그래밍","노미나",4,"월(15:00-17:00),수(15:00-17:00),금(11:00-13:00)","IT.BT관207강의실","",,,
5296,"미정","전공선택","7459742","디스플레이구동회로","최병덕",3,"화(13:00-14:30),목(13:00-14:30)","제2공학관209강의실","",,,
5297,"미정","전공선택","7459743","캡스톤디자인:아날로그설계","송익현",3,"월(13:00-15:00),월(15:00-17:00)","공업센터종합설계실(614)","",,,
5298,"미정","전공선택","7459744","바이오신소재공학","정현도",3,"월(13:00-14:30),수(13:00-14:30)","제1공학관507강의실","",,,
5299,"미정","전공선택","7459745","미래자동차공학연구실현장실습2","조한신",1,"시간미지정강좌","비지정()","",,,
5300,"미정","전공선택","7459746","미래자동차공학연구실현장실습4","임명섭",1,"시간미지정강좌","비지정()","",,,
5301,"미정","전공선택","7459747","커리어개발Ⅱ:취.창업진로포트폴리오","임형욱",1,"수(12:00-13:00)","비지정()","",,,
5302,"미정","전공선택","7459749","커리어개발Ⅱ:취.창업진로포트폴리오","김동진",1,"수(12:00-13:00)","비지정()","",,,
5303,"미정","전공선택","7459750","심리뇌과학연구실현장실습2","김성신",1,"금(11:00-12:00)","비지정()","",,,
5304,"미정","전공선택","7459751","인간컴퓨터상호작용","한경식",3,"수(09:00-10:30),수(10:30-12:00)","인텔리전스컴퓨팅룸1","",,,
5305,"미정","전공선택","7459752","공업수학2","신교일",3,"월(14:30-16:00),목(14:30-16:00)","제1공학관508강의실","",,,
5306,"미정","전공선택","7459753","공업물리화학2","임동현",3,"화(13:00-14:30),수(13:00-14:30)","IT.BT관902강의실","",,,
5307,"미정","전공선택","7459754","AI시대쓰기의힘","최은정",2,"목(13:00-15:00)","제1공학관206강의실","",,,
5308,"미정","전공선택","7459755","시스템프로그래밍","설웅",3,"화(11:00-13:00),목(13:00-15:00)","IT.BT관508강의실","",,,
5309,"미정","전공선택","7459756","커리어개발Ⅱ:취.창업진로포트폴리오","조동현",1,"화(17:00-18:00)","IT.BT관609강의실","",,,
5310,"미정","전공선택","7459757","커리어개발Ⅱ:취.창업진로포트폴리오","김지훈",1,"화(17:30-18:30)","제2공학관204강의실","",,,
5311,"미정","전공선택","7459758","박막공학","박진성",3,"월(10:30-12:00),수(16:00-17:30)","제2공학관208강의실","",,,
5312,"미정","전공선택","7459759","건설정보모델링","한상욱",3,"월(13:00-15:00),수(13:00-15:00)","재성토목관멀티미디어실305호","",,,
5313,"미정","전공선택","7459760","시계열데이터분석및실습","노영태",3,"화(13:00-15:00),목(11:00-13:00)","인텔리전스컴퓨팅룸4","",,,
5314,"미정","전공선택","7459761","VLSI공학","임재명",3,"화(14:30-16:00),목(16:00-17:30)","제1공학관407강의실","",,,
5315,"미정","전공선택","7459762","커리어개발Ⅱ:취.창업진로포트폴리오","박진섭",1,"월(16:00-17:00)","제2공학관305강의실","",,,
5316,"미정","전공선택","7459763","공학도를위한창의적컴퓨팅","원정임",3,"월(11:00-13:00),화(15:00-17:00)","제2공학관207강의실,제2공학관401강의실","",,,
5317,"미정","전공선택","7459764","시스템프로그래밍","조인휘",3,"화(15:00-17:00),목(15:00-17:00)","IT.BT관813강의실","",,,
5318,"미정","전공선택","7459765","건축설계스튜디오2","정대건",6,"화(13:00-14:00),금(13:00-14:00),화(14:00-18:00),금(14:00-18:00)","비지정()","",,,
5319,"미정","전공선택","7459766","커리어개발Ⅱ:취.창업진로포트폴리오","김재경",1,"시간미지정강좌","비지정()","",,,
5320,"미정","전공선택","7459767","전공멘토링2","유민수",1,"시간미지정강좌","비지정()","",,,
5321,"미정","전공선택","7459768","생체공학연구실현장실습4","최성용",1,"시간미지정강좌","비지정()","",,,
5322,"미정","전공선택","7459769","생체공학연구실현장실습4","김안모",1,"시간미지정강좌","비지정()","",,,
5323,"미정","전공선택","7459770","신소재공학종합설계2(URIP)","이승용",3,"시간미지정강좌","비지정()","",,,
5324,"미정","전공선택","7459771","AI시대쓰기의힘","장예영",2,"금(15:00-17:00)","제1공학관207강의실","",,,
5325,"미정","전공선택","7459772","전력시스템공학","장문석",3,"월(16:00-17:30),월(17:30-19:00)","제1공학관208강의실","",,,
5326,"미정","전공선택","7459773","플라즈마전자공학","정진욱",3,"화(16:00-17:30),수(13:00-14:30)","제1공학관509강의실","",,,
5327,"미정","전공선택","7459774","제어공학","문준",3,"월(13:00-14:30),화(13:00-14:30)","제2공학관502강의실","",,,
5328,"미정","전공선택","7459775","전기기기","이주",3,"수(14:30-16:00),목(14:30-16:00)","제1공학관408강의실","",,,
5329,"미정","전공선택","7459776","암반공학","추현욱",3,"화(10:30-12:00),목(10:30-12:00)","재성토목관302강의실","",,,
5330,"미정","전공선택","7459777","스마트건축생산","배성철",3,"화(13:00-15:00),화(15:00-17:00)","건축관IC-PBL강의실(601)","",,,
5331,"미정","전공선택","7459778","건축음향","전진용",3,"목(09:00-11:00)","건축관IC-PBL강의실(601),비지정()","",,,
5332,"미정","전공선택","7459779","건설프로젝트기획및개발","박민규",3,"수(13:00-14:30),수(14:30-16:00)","건축관IC-PBL강의실(601)","",,,
5333,"미정","전공선택","7459780","건축공학캡스톤PBL(건설경영및IT)","김주형",3,"시간미지정강좌,시간미지정강좌","비지정()","",,,
5334,"미정","전공선택","7459782","물화학","도시현",3,"화(10:30-12:00),수(10:30-12:00)","퓨전테크놀러지1007강의실","",,,
5335,"미정","전공선택","7459783","기계진동학","오기용",3,"금(09:00-10:30),금(10:30-12:00)","제2공학관204강의실","",,,
5336,"미정","전공선택","7459784","테크노경영학(스타트업종합설계)","이재석",3,"목(10:30-12:00)","제1공학관403강의실,","",,,
5337,"미정","전공선택","7459785","실용공학연구2","박희진",1,"시간미지정강좌","비지정()","",,,
5338,"미정","전공선택","7459786","소프트웨어공학","김윤호",3,"수(13:00-14:30),목(13:00-14:30)","IT.BT관501강의실","",,,
5339,"미정","전공선택","7459787","화학공학개론","함동효",3,"화(10:30-12:00),목(10:30-12:00)","제1공학관208강의실","",,,
5340,"미정","전공선택","7459788","생명과학과공학","상병인",3,"월(09:00-10:30),화(10:30-12:00)","제1공학관508강의실,제1공학관408강의실","",,,
5341,"미정","전공선택","7459789","미분적분학2","장정환",3,"수(16:00-17:30),금(14:30-16:00)","제1공학관403강의실","",,,
5342,"미정","전공선택","7459790","신소재공학종합설계2(URIP)","임원빈",3,"시간미지정강좌","비지정()","",,,
5343,"미정","전공선택","7459791","신소재공학종합설계2(URIP)","이종원",3,"시간미지정강좌","비지정()","",,,
5344,"미정","전공선택","7459792","커리어개발Ⅱ:취.창업진로포트폴리오","윤채옥",1,"월(16:00-17:00)","IT.BT관902강의실","",,,
5345,"미정","전공선택","7459793","커리어개발Ⅱ:취.창업진로포트폴리오","서태원",1,"시간미지정강좌","비지정()","",,,
5346,"미정","전공선택","7459794","통합사고와읽기의기술","문혜연",2,"화(11:00-13:00)","제1공학관207강의실","",,,
5347,"미정","전공선택","7459795","AI시대쓰기의힘","김지선",2,"금(11:00-13:00)","제1공학관207강의실","",,,
5348,"미정","전공선택","7459796","철근콘크리트구조2","최창식",3,"월(09:00-10:30),화(09:00-10:30)","건축관IC-PBL강의실(601)","",,,
5349,"미정","전공선택","7459797","테크노경영학(스타트업종합설계)","김수진",3,"월(09:00-10:30)","제1공학관405강의실,","",,,
5350,"미정","전공선택","7459798","유기나노공학실험2","정인환",2,"목(15:00-19:00)","신소재공학관318호세미나실","",,,
5351,"미정","전공선택","7459800","이차전지기초설계","황장연",3,"월(14:30-16:00),수(14:30-16:00)","퓨전테크놀러지1008강의실","",,,
5352,"미정","전공선택","7459801","기계공학종합설계2","박우성",3,"시간미지정강좌","비지정()","",,,
5353,"미정","전공선택","7459802","일반물리학및실험2","이원욱",3,"화(13:00-15:00),목(09:00-11:00)","제1공학관304강의실,자연과학관일반물리학실험실5(217),자연과학관일반물리학실험실6(218)","",,,
5354,"미정","전공선택","7459803","일반화학및실험2","최한",3,"화(13:00-15:00),금(11:00-13:00)","제1공학관401강의실,자연과학관일반화학실험실4(122),자연과학관일반화학실험실3(121)","",,,
5355,"미정","전공선택","7459804","생체구조및기능1","김인영",3,"월(15:00-16:30),월(16:30-18:00)","제1공학관209강의실","",,,
