"id","학년","이수구분","학수번호_수업번호","교과목명","교강사","학점","시간","강의실","강의평","요일","시작교시","종료교시"
1699,"미정","전공선택","GEN6032-11585-","전문학술영어","Kimberley Jean Blount",3,"월(13:00-14:30),목(16:00-17:30)","","없음","목",8,9
1700,"미정","전공선택","CUL0202-11594-","문화기술인간","구재령",2,"금(11:00-13:00)","","없음","금",3,5
1701,"미정","전공선택","ENG1072-11598-","영어연극이론과실습캡스톤디자인","챔사이통크리스다",2,"월(16:00-17:00),월(17:00-18:00)","","없음","월",9,10
1702,"미정","전공선택","CHI2046-11624-","중국고대문학의이해","김의정",3,"화(10:30-12:00),목(10:30-12:00)","","없음","목",2,4
1703,"미정","전공선택","CHI2059-11628-","현대중국어독해","손주연",3,"화(10:30-12:00),수(10:30-12:00)","","없음","수",2,4
1704,"미정","전공선택","HIS3030-11644-","중화제국의발전과유목세계","심호성",3,"화(13:00-14:30),목(13:00-14:30)","","없음","목",5,6
1705,"미정","전공선택","KOR3072-10372-","문학텍스트의상징재해석","박수밀",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1706,"미정","전공선택","GEN5100-10405-","커리어개발Ⅱ:취.창업진로포트폴리오","최형욱",1,"목(16:00-17:00)","","없음","목",8,9
1707,"미정","전공선택","TEA3044-10410-","외국어논리및논술","이경휘",2,"화(11:00-13:00)","","없음","화",3,5
1708,"미정","전공선택","GEN6032-12331-","전문학술영어","Hugh Newton",3,"월(16:00-17:30),목(14:30-16:00)","","없음","목",6,8
1709,"미정","전공선택","CUL0202-11583-","문화기술인간","정혜경",2,"월(13:00-15:00)","","없음","월",5,7
1710,"미정","전공선택","ENG2038-11600-","영국역사와문학","이형섭",3,"수(16:00-17:30),금(16:00-17:30)","","없음","금",8,9
1711,"미정","전공선택","ENG2092-11603-","글로벌영어","James H. Clitheroe",3,"화(14:30-16:00),목(14:30-16:00)","","없음","목",6,8
1712,"미정","전공선택","GER2072-11617-","독일어회화B2","Wirsching Cornelia Song",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1713,"미정","전공선택","CHI2073-11630-","중국어음성학","이상임",3,"목(10:30-12:00),금(10:30-12:00)","","없음","금",2,4
1714,"미정","전공선택","HIS1008-11641-","한국문화유산의이해","소순규",3,"금(13:00-15:00),금(15:00-16:00)","","없음","금",7,8
1715,"미정","전공선택","HIS2003-11642-","한국고대사","김수진",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1716,"미정","전공선택","PHL2034-11653-","중국철학사","나우권",3,"금(09:00-10:30),금(10:30-12:00)","","없음","금",2,4
1717,"미정","전공선택","KOR3048-10368-","한국어의미론","정종수",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1718,"미정","전공선택","ENG4097-10383-","언어학과언어장애","이미선",3,"화(10:30-12:00),목(10:30-12:00)","","없음","목",2,4
1719,"미정","전공선택","CHI3054-10397-","현대중국의문학과사회문화","최형욱",3,"화(14:30-16:00),수(14:30-16:00)","","없음","수",6,8
1720,"미정","전공선택","CHI4050-10402-","중국공연예술과미디어문화","임미주",3,"목(11:00-11:30),목(11:30-13:00)","","없음","목",3,5
1721,"미정","전공선택","CHI4062-10404-","중국도시발전과지역문화의이해","서원남",3,"수(13:00-13:30),수(13:30-15:00)","","없음","수",5,7
1722,"미정","전공선택","ENG3007-11604-","영어학개론","챔사이통크리스다",3,"월(13:00-15:00),월(15:00-16:00)","","없음","월",7,8
1723,"미정","전공선택","GER2080-11618-","독일어텍스트분석","남윤주",3,"화(14:30-16:00),목(10:30-12:00)","","없음","목",2,4
1724,"미정","전공선택","CHI2056-11625-","중국어작문2","이경휘",3,"수(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
1725,"미정","전공선택","CHI2058-11627-","실용중국어회화2","함영은",3,"화(14:30-16:00),목(14:30-16:00)","","없음","목",6,8
1726,"미정","전공선택","HIS2067-10414-","일제지배정책과한국독립운동","신효승",3,"금(13:00-14:30),금(14:30-16:00)","","없음","금",6,8
1727,"미정","전공선택","HIS2034-11643-","중국고전과역사의만남","심호성",3,"월(09:00-10:30),월(10:30-12:00)","","없음","월",2,4
1728,"미정","전공선택","PHL2041-11654-","물질과마음철학","이상욱",3,"화(13:00-14:30),화(14:30-15:00)","","없음","화",6,7
1729,"미정","전공선택","LAW3015-10688-","국제법","김성원",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1730,"미정","전공선택","PSD3003-10691-","한국정치론","이원영",3,"화(16:00-17:30),화(17:30-19:00)","","없음","화",9,10
1731,"미정","전공선택","GEN5100-10687-","커리어개발Ⅱ:취.창업진로포트폴리오","송원준",1,"목(16:00-17:00)","","없음","목",8,9
1732,"미정","전공선택","LAW3024-10689-","법과정치","윤성원",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1733,"미정","전공선택","SOC3053-10705-","기업사회학","이상민",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1734,"미정","전공선택","SOC4015-10708-","한국사회의이해","이유신",3,"화(13:00-14:30),화(14:30-16:00)","","없음","화",6,8
1735,"미정","전공선택","JOU3062-10720-","디지털방송저널리즘","박진우",3,"화(16:00-17:30),수(16:00-17:30)","","없음","수",8,9
1736,"미정","전공선택","PSD4017-11931-","일본정치론","윤성원",3,"월(16:00-17:30),월(17:30-19:00)","","없음","월",9,10
1737,"미정","전공선택","JMC2008-11952-","방송론","김도겸",3,"화(09:00-10:30),화(10:30-12:00)","","없음","화",2,4
1738,"미정","전공선택","JMC2027-11954-","광고전략과비평","이자연",3,"수(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
1739,"미정","전공선택","GEN5100-13007-","커리어개발Ⅱ:취.창업진로포트폴리오","박진우",1,"수(11:00-12:00)","","없음","수",3,4
1740,"미정","전공선택","GEN6032-12334-","전문학술영어","Hugh Newton",3,"화(16:00-17:30),금(14:30-16:00)","","없음","금",6,8
1741,"미정","전공선택","GEN6032-12373-","전문학술영어","Douglas N. McIntosh",3,"화(10:30-12:00),금(10:30-12:00)","","없음","금",2,4
1742,"미정","전공선택","GEN6032-12375-","전문학술영어","Mimi Eun Newton",3,"화(13:00-14:30),금(13:00-14:30)","","없음","금",5,6
1743,"미정","전공선택","TOU4047-10437-","축제이벤트기획프로젝트","최혜영",3,"화(13:00-14:30),화(14:30-16:00)","","없음","화",6,8
1744,"미정","전공선택","CUL0204-12429-","통합사고와읽기의기술","이나윤",2,"월(11:00-13:00)","","없음","월",3,5
1745,"미정","전공선택","TOU3081-10435-","글로벌서비스론","장아름",3,"금(13:00-14:30),금(14:30-16:00)","","없음","금",6,8
1746,"미정","전공선택","CUL0203-12414-","AI시대쓰기의힘","오혜정",2,"화(15:00-17:00)","","없음","화",7,9
1747,"미정","전공선택","TOU1013-11665-","레저학의이해","이혜린",2,"월(15:00-17:00)","","없음","월",7,9
1748,"미정","전공선택","TOU1022-11667-","호텔의이해","조민호",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1749,"미정","전공선택","TOU2023-11670-","관광영어1","현성협",3,"화(13:00-14:30),화(14:30-16:00)","","없음","화",6,8
1750,"미정","전공선택","CUL0011-12478-","창의적컴퓨팅","지정은",3,"시간미지정강좌,화(11:00-13:00)","","없음",,,
1751,"미정","전공선택","TOU1012-11664-","관광개발의이해","하동원",2,"화(09:00-11:00)","","없음","화",1,3
1752,"미정","전공선택","JOU2004-13196-","취재보도론","엄기영",3,"금(16:00-17:30),금(17:30-19:00)","","없음","금",9,10
1753,"미정","전공선택","TOU2044-11673-","여행관광행복론","정주영",3,"화(09:00-10:30),화(10:30-12:00)","","없음","화",2,4
1754,"미정","전공선택","GEN6032-12372-","전문학술영어","Shelley L. Collins",3,"화(09:00-10:30),금(09:00-10:30)","","없음","금",1,2
1755,"미정","전공선택","GEN5100-10700-","커리어개발Ⅱ:취.창업진로포트폴리오","유삼현",1,"월(16:00-17:00)","","없음","월",8,9
1756,"미정","전공선택","SOC2003-10701-","사회변동과발전","박순석",3,"금(13:00-14:30),금(14:30-16:00)","","없음","금",6,8
1757,"미정","전공선택","SOC4027-10709-","일과직업의사회학","김병수",3,"화(16:00-17:30),목(16:00-17:30)","","없음","목",8,9
1758,"미정","전공선택","JOU3067-10721-","미디어와문화","김수철",3,"금(09:00-10:30),금(10:30-12:00)","","없음","금",2,4
1759,"미정","전공선택","PSD3059-10695-","국가발전론","윤성원",3,"수(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
1760,"미정","전공선택","PSD4016-10696-","중국의정치","박병광",3,"월(16:00-17:30),월(17:30-19:00)","","없음","월",9,10
1761,"미정","전공선택","JOU3021-10718-","여론과캠페인","박진우",3,"화(09:00-10:30),화(10:30-12:00)","","없음","화",2,4
1762,"미정","전공선택","JOU3069-10722-","프로젝트리더십커뮤니케이션","이동형",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1763,"미정","전공선택","CUL0011-11922-","창의적컴퓨팅","김도희",3,"시간미지정강좌,화(11:00-13:00)","","없음",,,
1764,"미정","전공선택","GEN6032-11925-","전문학술영어","Ian Gareth Robert Jones",3,"화(09:00-10:30),금(09:00-10:30)","","없음","금",1,2
1765,"미정","전공선택","CUL2000-11937-","사회학의이해","이상민",3,"수(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
1766,"미정","전공선택","CUL0203-11949-","AI시대쓰기의힘","박주혜",2,"화(15:00-17:00)","","없음","화",7,9
1767,"미정","전공선택","JMC2022-11953-","미디어전략과기획","이용문",3,"수(09:00-10:30),수(10:30-12:00)","","없음","수",2,4
1768,"미정","전공선택","CUL0202-12452-","문화기술인간","이영민",2,"월(11:00-13:00)","","없음","월",3,5
1769,"미정","전공선택","JOU2015-11957-","매스컴론","김지현",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1770,"미정","전공선택","JOU4009-11959-","매체비평","김건",3,"목(16:00-17:30),목(17:30-19:00)","","없음","목",9,10
1771,"미정","전공선택","GEN5100-13003-","커리어개발Ⅱ:취.창업진로포트폴리오","홍용표",1,"화(15:00-16:00)","","없음","화",7,8
1772,"미정","전공선택","GEN5100-13005-","커리어개발Ⅱ:취.창업진로포트폴리오","성필두",1,"화(12:00-13:00)","","없음","화",4,5
1773,"미정","전공선택","JOU2015-13015-","매스컴론","김지현",3,"월(16:00-17:30),월(17:30-19:00)","","없음","월",9,10
1774,"미정","전공선택","GEN5100-13004-","커리어개발Ⅱ:취.창업진로포트폴리오","은용수",1,"월(15:00-16:00)","","없음","월",7,8
1775,"미정","전공선택","GEN5100-13012-","커리어개발Ⅱ:취.창업진로포트폴리오","신학승",1,"수(16:00-17:00)","","없음","수",8,9
1776,"미정","전공선택","GEN5100-13013-","커리어개발Ⅱ:취.창업진로포트폴리오","김남조",1,"월(16:00-17:00)","","없음","월",8,9
1777,"미정","전공선택","TOU2037-11672-","관광자원총론","김남조",3,"월(10:30-12:00),월(13:00-14:30)","","없음","월",5,6
1778,"미정","전공선택","JOU3066-13014-","스피치커뮤니케이션의이해","류웅재",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1779,"미정","전공선택","TOU3082-10436-","관광수익관리","신학승",3,"수(09:00-10:30),수(10:30-12:00)","","없음","수",2,4
1780,"미정","전공선택","PSD1004-11926-","국제정치학입문","이충희",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1781,"미정","전공선택","PSD2010-11927-","한국정치외교사","홍용표",3,"월(13:00-14:30),수(13:00-14:30)","","없음","수",5,6
1782,"미정","전공선택","PSD3021-11929-","정당과선거","송원준",3,"수(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
1783,"미정","전공선택","SOC2001-11939-","사회심리학","김상학",3,"수(10:30-12:00),목(10:30-12:00)","","없음","목",2,4
1784,"미정","전공선택","SOC2002-11940-","사회통계","김한성",3,"수(16:00-17:30),목(16:00-17:30)","","없음","목",8,9
1785,"미정","전공선택","GEN5100-13006-","커리어개발Ⅱ:취.창업진로포트폴리오","이유신",1,"월(12:00-13:00)","","없음","월",4,5
1786,"미정","전공선택","GEN5100-13008-","커리어개발Ⅱ:취.창업진로포트폴리오","주대우",1,"화(12:00-13:00)","","없음","화",4,5
1787,"미정","전공선택","GEN5100-13009-","커리어개발Ⅱ:취.창업진로포트폴리오","이재진",1,"수(12:00-13:00)","","없음","수",4,5
1788,"미정","전공선택","GEN5100-13010-","커리어개발Ⅱ:취.창업진로포트폴리오","김지현",1,"목(12:00-13:00)","","없음","목",4,5
1789,"미정","전공선택","GEN5100-13011-","커리어개발Ⅱ:취.창업진로포트폴리오","현성협",1,"화(16:00-17:00)","","없음","화",8,9
1790,"미정","전공선택","TOU1019-11666-","관광지리의이해","채혜정",3,"화(13:00-14:30),화(14:30-16:00)","","없음","화",6,8
1791,"미정","전공선택","SOC3033-10703-","사회복지와사회정책","유정원",3,"화(13:00-14:30),화(14:30-16:00)","","없음","화",6,8
1792,"미정","전공선택","SOC3035-10704-","데이터분석론","유삼현",3,"수(13:00-15:00),수(15:00-16:00)","","없음","수",7,8
1793,"미정","전공선택","JOU3058-10719-","언론제도","이재진",3,"화(13:00-14:30),목(13:00-14:30)","","없음","목",5,6
1794,"미정","전공선택","TOU3069-10433-","관광정보경영","정철",3,"화(09:00-10:30),화(10:30-12:00)","","없음","화",2,4
1795,"미정","전공선택","GEN6032-12333-","전문학술영어","Younghwa Choi-Hong",3,"화(16:00-17:30),금(14:30-16:00)","","없음","금",6,8
1796,"미정","전공선택","GEN6032-12374-","전문학술영어","Kimberley Jean Blount",3,"화(13:00-14:30),금(13:00-14:30)","","없음","금",5,6
1797,"미정","전공선택","GEN6032-12376-","전문학술영어","Michael William Brandon",3,"화(13:00-14:30),금(13:00-14:30)","","없음","금",5,6
1798,"미정","전공선택","JOU3066-11958-","스피치커뮤니케이션의이해","류웅재",3,"월(09:00-10:30),월(10:30-12:00)","","없음","월",2,4
1799,"미정","전공선택","PSD2020-10690-","통일문제연구","홍용표",3,"수(16:00-17:30),수(17:30-19:00)","","없음","수",9,10
1800,"미정","전공선택","PSD3056-10693-","시민사회와사회운동","Joseph E. Yi",3,"금(09:00-10:30),금(10:30-12:00)","","없음","금",2,4
1801,"미정","전공선택","SOC4041-10712-","4차산업혁명과현대사회","이유신",3,"수(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
1802,"미정","전공선택","JMC3017-10715-","정치커뮤니케이션","한동섭",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1803,"미정","전공선택","CUL0203-12415-","AI시대쓰기의힘","노희호",2,"화(15:00-17:00)","","없음","화",7,9
1804,"미정","전공선택","JOU3058-13197-","언론제도","정영주",3,"월(16:00-17:30),월(17:30-19:00)","","없음","월",9,10
1805,"미정","전공선택","JOU2014-10717-","광고기획제작","이용문",3,"목(16:00-19:00)","","없음","목",8,10
1806,"미정","전공선택","JOU4019-10724-","미디어비즈니스실무","주대우",3,"수(13:00-14:00),수(14:00-16:00)","","없음","수",6,8
1807,"미정","전공선택","TOU1023-11668-","국제관광행동론","정지연",3,"수(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
1808,"미정","전공선택","TOU2029-11671-","푸드(F&B)컨텐츠와융합비즈니스","남민정",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1809,"미정","전공선택","CUL0204-12430-","통합사고와읽기의기술","박다솜",2,"월(11:00-13:00)","","없음","월",3,5
1810,"미정","전공선택","GEN6032-11662-","전문학술영어","김경숙",3,"화(16:00-17:30),금(14:30-16:00)","","없음","금",6,8
1811,"미정","전공선택","TOU3042-11674-","관광경제학","정지연",3,"월(16:00-17:30),월(17:30-19:00)","","없음","월",9,10
1812,"미정","전공선택","PSD4019-10697-","국제정치경제론","모춘흥",3,"화(09:00-10:30),화(10:30-12:00)","","없음","화",2,4
1813,"미정","전공선택","JMC3048-10716-","필란트로피커뮤니케이션","안동근",3,"화(14:30-16:00),목(14:30-16:00)","","없음","목",6,8
1814,"미정","전공선택","CUL0011-12479-","창의적컴퓨팅","조문기",3,"시간미지정강좌,목(11:00-13:00)","","없음",,,
1815,"미정","전공선택","SOC3034-11943-","결혼과가족의사회학","김병수",3,"화(13:00-14:30),목(13:00-14:30)","","없음","목",5,6
1816,"미정","전공선택","GEN6032-11951-","전문학술영어","Douglas N. McIntosh",3,"화(13:00-14:30),금(13:00-14:30)","","없음","금",5,6
1817,"미정","전공선택","JOU2012-11956-","영상문화","김지현",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1818,"미정","전공선택","JOU3062-13016-","디지털방송저널리즘","염규현",3,"금(13:00-14:30),금(14:30-16:00)","","없음","금",6,8
1819,"미정","전공선택","JOU3067-13017-","미디어와문화","김정호",3,"월(09:00-10:30),월(10:30-12:00)","","없음","월",2,4
1820,"미정","전공선택","PSD3022-10692-","국제관계이론","은용수",3,"금(16:00-17:30),금(17:30-19:00)","","없음","금",9,10
1821,"미정","전공선택","PSD3057-10694-","국제개발협력과아프리카","모춘흥",3,"월(09:00-10:30),월(10:30-12:00)","","없음","월",2,4
1822,"미정","전공선택","SOC3032-10702-","사회문제의분석","성필두",3,"수(16:00-17:30),수(17:30-19:00)","","없음","수",9,10
1823,"미정","전공선택","SOC4008-10707-","현대사회학이론","이유신",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1824,"미정","전공선택","CUL0204-11923-","통합사고와읽기의기술","임보람",2,"월(11:00-13:00)","","없음","월",3,5
1825,"미정","전공선택","PSD2014-11928-","유럽정치론","최진우",3,"화(13:00-14:30),화(14:30-16:00)","","없음","화",6,8
1826,"미정","전공선택","PSD4006-11930-","정치학방법론","송원준",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1827,"미정","전공선택","GEN6032-11938-","전문학술영어","Esther du Plessis",3,"화(10:30-12:00),금(10:30-12:00)","","없음","금",2,4
1828,"미정","전공선택","JOU2004-11955-","취재보도론","김상진",3,"화(16:00-17:30),화(17:30-19:00)","","없음","화",9,10
1829,"미정","전공선택","TEA3038-10432-","관광논리및논술","정철",2,"수(09:00-11:00)","","없음","수",1,3
1830,"미정","전공선택","TOU3077-10434-","호텔·관광케이스와시뮬레이션","양은주",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1831,"미정","전공선택","TOU4063-10438-","글로벌커뮤니케이션론","박지현",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1832,"미정","전공선택","CUL0202-11659-","문화기술인간","천미림",2,"월(11:00-13:00)","","없음","월",3,5
1833,"미정","전공선택","MAT3052-10558-","수치해석2","송정환",3,"수(14:30-16:00),금(13:00-14:30)","","없음","금",5,6
1834,"미정","전공선택","GEN5100-10567-","커리어개발Ⅱ:취.창업진로포트폴리오","박문집",1,"목(17:00-18:00)","","없음","목",9,10
1835,"미정","전공선택","PBL4021-10568-","물리학캡스톤PBL(나노소재의물성과산업응용)","정문석",3,"수(13:00-15:00),수(15:00-17:00)","","없음","수",7,9
1836,"미정","전공선택","CHM4024-10586-","물리화학특강2","성명모",2,"목(13:00-15:00)","","없음","목",5,7
1837,"미정","전공선택","DBC2002-10592-","생화학2","황규호",3,"화(13:00-14:30),목(13:00-14:30)","","없음","목",5,6
1838,"미정","전공선택","PBL4013-10594-","화학캡스톤PBL(소재화학디자인)","한진욱",3,"월(11:00-13:00),수(09:00-11:00)","","없음","수",1,3
1839,"미정","전공선택","BIO2043-10596-","신경생물학","유승준",2,"월(11:00-13:00)","","없음","월",3,5
1840,"미정","전공선택","LIF3019-10605-","면역학2및실험","최제민",3,"수(15:00-17:00),목(11:00-13:00)","","없음","목",3,5
1841,"미정","전공선택","LIF4012-10609-","생명과학세미나2","이경민",1,"수(11:00-12:00)","","없음","수",3,4
1842,"미정","전공선택","GEN6032-11773-","전문학술영어","Esther du Plessis",3,"화(09:00-10:30),금(09:00-10:30)","","없음","금",1,2
1843,"미정","전공선택","MAT2009-11775-","미분방정식","정진욱",3,"월(10:30-12:00),수(13:00-14:30)","","없음","수",5,6
1844,"미정","전공선택","PHY3008-11792-","수리물리학2","오재혁",3,"화(14:30-16:00),수(10:30-12:00)","","없음","수",2,4
1845,"미정","전공선택","MAT2006-11774-","정수론","권오정",3,"월(10:30-12:00),수(14:30-16:00)","","없음","수",6,8
1846,"미정","전공선택","MAT2016-11776-","고등미적분학2","김민현",3,"월(14:30-16:00),목(13:00-14:30)","","없음","목",5,6
1847,"미정","전공선택","PHY1006-11789-","일반물리학및실험Ⅱ","신상진",4,"수(13:00-14:30),목(14:30-16:00),월(13:00-15:00)","","없음","월",5,7
1848,"미정","전공선택","PHY2071-11790-","고전역학2","남창우",3,"화(10:30-12:00),수(14:30-16:00)","","없음","수",6,8
1849,"미정","전공선택","GEN0075-11820-","일반생물학2","Ivana Karanovic",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1850,"미정","전공선택","GEN5100-13020-","커리어개발Ⅱ:취.창업진로포트폴리오","서재홍",1,"목(16:00-17:00)","","없음","목",8,9
1851,"미정","전공선택","GEN5100-13022-","커리어개발Ⅱ:취.창업진로포트폴리오","이진형",1,"목(17:00-18:00)","","없음","목",9,10
1852,"미정","전공선택","CHM2004-13024-","유기화학2","이정효",3,"월(13:00-14:30),목(13:00-14:30)","","없음","목",5,6
1853,"미정","전공선택","GEN5100-13021-","커리어개발Ⅱ:취.창업진로포트폴리오","허재성",1,"목(16:00-17:00)","","없음","목",8,9
1854,"미정","전공선택","CUL0203-12409-","AI시대쓰기의힘","윤수미",2,"목(11:00-13:00)","","없음","목",3,5
1855,"미정","전공선택","CUL0203-12408-","AI시대쓰기의힘","이윤정",2,"수(11:00-13:00)","","없음","수",3,5
1856,"미정","전공선택","CUL0202-12453-","문화기술인간","장신혜",2,"화(13:00-15:00)","","없음","화",5,7
1857,"미정","전공선택","PHY4074-10577-","물리학연구캡스톤디자인1","황민수",3,"월(13:00-15:00),월(15:00-17:00)","","없음","월",7,9
1858,"미정","전공선택","CHM3002-10580-","무기화학2","한진욱",3,"월(13:00-14:30),수(13:00-14:30)","","없음","수",5,6
1859,"미정","전공선택","CHM4003-10583-","무기화학실험","이진석",1,"화(17:00-19:00)","","없음","화",9,10
1860,"미정","전공선택","BIO4004-10598-","진화생물학","Ivana Karanovic",2,"수(15:00-17:00)","","없음","수",7,9
1861,"미정","전공선택","BIO4005-10599-","해양생물학","이강현",2,"월(11:00-13:00)","","없음","월",3,5
1862,"미정","전공선택","BIO4009-10600-","식물생리학","박태기",2,"금(11:00-13:00)","","없음","금",3,5
1863,"미정","전공선택","DBC4023-10603-","생물정보학","하유진",2,"월(13:00-14:00),월(14:00-16:00)","","없음","월",6,8
1864,"미정","전공선택","MAT3002-10553-","현대대수2","권오정",3,"월(13:00-14:30),수(10:30-12:00)","","없음","수",2,4
1865,"미정","전공선택","MAT3023-10556-","수리통계학2","최정순",3,"화(10:30-12:00),목(10:30-12:00)","","없음","목",2,4
1866,"미정","전공선택","MAT3066-10559-","벡터해석학","정민구",3,"월(14:30-16:00),수(13:00-14:30)","","없음","수",5,6
1867,"미정","전공선택","MAT4073-10563-","확률론","정진욱",3,"월(14:30-16:00),수(14:30-16:00)","","없음","수",6,8
1868,"미정","전공선택","PHY3016-10569-","광학실험","황민수",3,"금(11:00-12:00),금(13:00-17:00)","","없음","금",5,9
1869,"미정","전공선택","PHY4022-10575-","천체물리학","김태정",3,"화(10:30-12:00),수(10:30-12:00)","","없음","수",2,4
1870,"미정","전공선택","CUL0203-12407-","AI시대쓰기의힘","정보영",2,"수(11:00-13:00)","","없음","수",3,5
1871,"미정","전공선택","CHM3018-10581-","분석화학특강","장진호",2,"월(13:00-15:00)","","없음","월",5,7
1872,"미정","전공선택","CHM4097-10590-","고분자재료화학특강","최효성",3,"수(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
1873,"미정","전공선택","BIO3093-10597-","발생학2","김도현",2,"목(15:00-17:00)","","없음","목",7,9
1874,"미정","전공선택","PBL4012-10564-","수학캡스톤PBL(정보보호를위한인공지능)","서재홍",3,"수(09:00-11:00),수(11:00-13:00)","","없음","수",3,5
1875,"미정","전공선택","PHY3033-10572-","양자역학2","이진형",3,"화(16:00-17:30),목(14:30-16:00)","","없음","목",6,8
1876,"미정","전공선택","CHM4007-10584-","양자화학","김형준",3,"월(10:30-12:00),수(09:00-10:30)","","없음","수",1,2
1877,"미정","전공선택","GEN5100-10593-","커리어개발Ⅱ:취.창업진로포트폴리오","조천규",1,"월(16:00-17:00)","","없음","월",8,9
1878,"미정","전공선택","CUL0203-11768-","AI시대쓰기의힘","임은희",2,"수(11:00-13:00)","","없음","수",3,5
1879,"미정","전공선택","GEN2053-11771-","미분적분학2","김승혁",3,"화(10:30-12:00),목(13:00-14:30)","","없음","목",5,6
1880,"미정","전공선택","MAT2024-11777-","선형대수2","김형준",3,"화(13:00-14:30),금(14:30-16:00)","","없음","금",6,8
1881,"미정","전공선택","MAT2033-11778-","통계자료분석방법론","박선철",3,"화(10:30-12:00),금(13:00-14:30)","","없음","금",5,6
1882,"미정","전공선택","MAT2034-11779-","계산수론","김미란",3,"월(13:00-14:30),수(10:30-12:00)","","없음","수",2,4
1883,"미정","전공선택","GEN2053-11786-","미분적분학2","이선경",3,"수(10:30-12:00),금(13:00-14:30)","","없음","금",5,6
1884,"미정","전공선택","DBC2001-11819-","생화학1","이경민",2,"화(11:00-13:00)","","없음","화",3,5
1885,"미정","전공선택","LIF2026-11825-","생명과학연구개론","이경민",1,"화(15:00-16:00)","","없음","화",7,8
1886,"미정","전공선택","PHY3005-11791-","전자기학1","윤재웅",3,"화(13:00-14:30),수(13:00-14:30)","","없음","수",5,6
1887,"미정","전공선택","CHM2002-11796-","물리화학2","김두리",3,"화(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
1888,"미정","전공선택","CHM2005-11798-","물리화학실험1","김두리",2,"수(17:00-21:00)","","없음","수",9,10
1889,"미정","전공선택","GEN6032-11807-","전문학술영어","Stacey Eujung Choi",3,"월(10:30-12:00),목(09:00-10:30)","","없음","목",1,2
1890,"미정","전공선택","BIO2017-11810-","세포생물학2","신인철",2,"수(15:00-17:00)","","없음","수",7,9
1891,"미정","전공선택","BIO2031-11811-","미생물학2","이진원",2,"화(13:00-15:00)","","없음","화",5,7
1892,"미정","전공선택","BIO2062-11812-","생태학1","박범수",3,"화(16:00-17:30),금(10:30-12:00)","","없음","금",2,4
1893,"미정","전공선택","CUL0201-12474-","상상과학성찰","장신혜",2,"화(11:00-13:00)","","없음","화",3,5
1894,"미정","전공선택","CUL0201-12475-","상상과학성찰","정세권",2,"화(11:00-13:00)","","없음","화",3,5
1895,"미정","전공선택","GEN0077-13028-","일반생물학실험2","채지형",1,"금(15:00-17:00)","","없음","금",7,9
1896,"미정","전공선택","MAT2033-13018-","통계자료분석방법론","박선철",3,"화(13:00-14:30),금(10:30-12:00)","","없음","금",2,4
1897,"미정","전공선택","LIF2023-13032-","생태환경과학실험","김백호",2,"월(13:00-17:00)","","없음","월",5,9
1898,"미정","전공선택","GEN5100-13034-","커리어개발Ⅱ:취.창업진로포트폴리오","하유진",1,"수(17:00-18:00)","","없음","수",9,10
1899,"미정","전공선택","GEN5100-13019-","커리어개발Ⅱ:취.창업진로포트폴리오","박선철",1,"목(16:00-17:00)","","없음","목",8,9
1900,"미정","전공선택","GEN5100-13025-","커리어개발Ⅱ:취.창업진로포트폴리오","손대원",1,"월(16:00-17:00)","","없음","월",8,9
1901,"미정","전공선택","GEN0077-13030-","일반생물학실험2","채지형",1,"수(15:00-17:00)","","없음","수",7,9
1902,"미정","전공선택","BIO2062-13031-","생태학1","김백호",3,"화(16:00-17:30),목(09:00-10:30)","","없음","목",1,2
